ID,PHENOTYPE,SAMPLE_SIZE,METHODOLOGY,PARAMETERS,NO_VARIANTS,FTP_WEBPAGE,NO_NONZERO_VARIANTS,NONZERO_FRACTION
PGS000645,Lymphoid leukemia,361194,Pruning and Thresholding (P+T),"LD Clumping (MAF >= 1%, r^2 <= 0.1) & P<=1e-06",6,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000645/ScoringFiles/PGS000645.txt.gz,6,1
PGS000646,"Lymphoid leukemia, chronic",51308,GWAS Hits,"LD Clumping (MAF >= 1%, r^2 <= 0.1) & P<=5e-08",32,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000646/ScoringFiles/PGS000646.txt.gz,32,1
PGS000647,"Lymphoid leukemia, chronic",51308,GWAS Hits,"LD Clumping (MAF >= 1%, r^2 <= 0.1) & P<=5e-08",32,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000647/ScoringFiles/PGS000647.txt.gz,32,1
PGS000648,"Lymphoid leukemia, chronic",51308,Pruning and Thresholding (P+T),"LD Clumping (MAF >= 1%, r^2 <= 0.1) & P<=7e-06",44,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000648/ScoringFiles/PGS000648.txt.gz,44,1
PGS000649,"Lymphoid leukemia, chronic",51308,Pruning and Thresholding (P+T),"LD Clumping (MAF >= 1%, r^2 <= 0.1) & P<=2.51e-08",27,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000649/ScoringFiles/PGS000649.txt.gz,27,1
PGS000650,"Lymphoid leukemia, chronic",404972,Pruning and Thresholding (P+T),"LD Clumping (MAF >= 1%, r^2 <= 0.1) & P<=3.98e-07",6,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000650/ScoringFiles/PGS000650.txt.gz,6,1
PGS000651,"Lymphoid leukemia, chronic",404972,lassosum,s=0.5;Lambda=0.1,76,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000651/ScoringFiles/PGS000651.txt.gz,76,1
PGS000652,Multiple myeloma,361194,Pruning and Thresholding (P+T),"LD Clumping (MAF >= 1%, r^2 <= 0.1) & P<=7.94e-06",27,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000652/ScoringFiles/PGS000652.txt.gz,27,1
PGS000653,Multiple myeloma,1048104,GWAS Hits,"LD Clumping (MAF >= 1%, r^2 <= 0.1) & P<=5e-08",22,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000653/ScoringFiles/PGS000653.txt.gz,22,1
PGS000654,Multiple myeloma,1048104,Pruning and Thresholding (P+T),"LD Clumping (MAF >= 1%, r^2 <= 0.1) & P<=2.51e-08",21,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000654/ScoringFiles/PGS000654.txt.gz,21,1
PGS000655,Non-alcoholic fatty liver disease,9677,Genome-wide significant variants,SNPs with p<0.05 in this paper's cohort,10,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000655/ScoringFiles/PGS000655.txt.gz,10,1
PGS000656,Non-alcoholic fatty liver disease activity score,235,Genome-wide significant variants,SNPs with p<0.05 in this paper's cohort,11,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000656/ScoringFiles/PGS000656.txt.gz,11,1
PGS000657,Heel quantitative ultrasound speed of sound (SOS),346784,LASSO (biglasso),SOS p-value < 5e-4; λ = 0.0028,21716,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000657/ScoringFiles/PGS000657.txt.gz,21716,1
PGS000658,Total cholesterol,128305,LD-pruning and p-value thresholding,r2 = 0.2 and p = 1.0E-05,229,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000658/ScoringFiles/PGS000658.txt.gz,229,1
PGS000659,Triglycerides,105597,LD-pruning and p-value thresholding,r2 = 0.2 and p = 5.0E-08,142,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000659/ScoringFiles/PGS000659.txt.gz,142,1
PGS000660,HDL cholesterol,70657,LD-pruning and p-value thresholding,r2 = 0.2 and p = 1.0E-04,549,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000660/ScoringFiles/PGS000660.txt.gz,549,1
PGS000661,LDL cholesterol,72866,LD-pruning and p-value thresholding,r2 = 0.2 and p = 5.0E-08,84,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000661/ScoringFiles/PGS000661.txt.gz,84,1
PGS000662,Prostate Cancer,234253,Independent genome-wide significant variants identified by fine-mapping using JAM (Joint Analysis of Marginal summary statistics),Population-specific betas were combined using an inverse Z-score-weighted fixed-effects meta-analysis to obtain multi-ancestry conditional betas.,269,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000662/ScoringFiles/PGS000662.txt.gz,269,1
PGS000663,Pancreatic cancer,57275,Genome-wide significant variants,p<5e-8,22,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000663/ScoringFiles/PGS000663.txt.gz,22,1
PGS000664,Rapid decline of glomerular filtration rate (GFR),1102457,"Genome-wide significant SNPs, candidate gene based approach",p<5e-10 within ±500kB of lead variant,7,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000664/ScoringFiles/PGS000664.txt.gz,7,1
PGS000665,Ischemic stroke,524354,Genome-wide significant variants,NA,32,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000665/ScoringFiles/PGS000665.txt.gz,32,1
PGS000666,Body surface area-indexed left ventricular end-systolic volume,36041,Genome-wide significant variants,p<5e-8,28,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000666/ScoringFiles/PGS000666.txt.gz,28,1
PGS000667,Lipoprotein A,48333,Genome-wide significant variants,"p<5e-8, variants in the LPA gene region",43,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000667/ScoringFiles/PGS000667.txt.gz,43,1
PGS000668,Alanine aminotransferase [U/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",12076,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000668/ScoringFiles/PGS000668.txt.gz,12076,1
PGS000669,Albumin [g/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",11912,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000669/ScoringFiles/PGS000669.txt.gz,11912,1
PGS000670,Alkaline phosphatase [U/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",18328,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000670/ScoringFiles/PGS000670.txt.gz,18328,1
PGS000671,Apolipoprotein A [g/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",19324,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000671/ScoringFiles/PGS000671.txt.gz,19324,1
PGS000672,Apolipoprotein B [g/L] (statin adjusted),255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",18666,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000672/ScoringFiles/PGS000672.txt.gz,18666,1
PGS000673,Aspartate aminotransferase [U/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",12829,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000673/ScoringFiles/PGS000673.txt.gz,12829,1
PGS000674,AST to ALT ratio,255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",15548,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000674/ScoringFiles/PGS000674.txt.gz,15548,1
PGS000675,C-reactive protein [mg/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",17378,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000675/ScoringFiles/PGS000675.txt.gz,17378,1
PGS000676,Calcium [mmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",12334,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000676/ScoringFiles/PGS000676.txt.gz,12334,1
PGS000677,Cholesterol [mmol/L] (statin adjusted),255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",17204,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000677/ScoringFiles/PGS000677.txt.gz,17204,1
PGS000678,Creatinine [umol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",21027,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000678/ScoringFiles/PGS000678.txt.gz,21027,1
PGS000679,Creatinine in urine [umol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",5469,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000679/ScoringFiles/PGS000679.txt.gz,5469,1
PGS000680,Cystatin C [mg/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",24487,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000680/ScoringFiles/PGS000680.txt.gz,24487,1
PGS000681,Direct bilirubin [umol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",3104,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000681/ScoringFiles/PGS000681.txt.gz,3104,1
PGS000682,eGFR [ml/min/1.73m2],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",17467,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000682/ScoringFiles/PGS000682.txt.gz,17467,1
PGS000683,Gamma glutamyltransferase [U/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",17323,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000683/ScoringFiles/PGS000683.txt.gz,17323,1
PGS000684,Glucose [mmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",3313,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000684/ScoringFiles/PGS000684.txt.gz,3313,1
PGS000685,HbA1c [mmol/mol],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",14658,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000685/ScoringFiles/PGS000685.txt.gz,14658,1
PGS000686,HDL cholesterol [mmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",25069,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000686/ScoringFiles/PGS000686.txt.gz,25069,1
PGS000687,IGF-1 [nmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",23443,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000687/ScoringFiles/PGS000687.txt.gz,23443,1
PGS000688,LDL cholesterol [mmol/L] (statin adjusted),255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",16184,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000688/ScoringFiles/PGS000688.txt.gz,16184,1
PGS000689,Lipoprotein A [nmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",8308,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000689/ScoringFiles/PGS000689.txt.gz,8308,1
PGS000690,Microalbumin in urine [mg/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",111,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000690/ScoringFiles/PGS000690.txt.gz,111,1
PGS000691,Non-albumin protein [g/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",18670,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000691/ScoringFiles/PGS000691.txt.gz,18670,1
PGS000692,Phosphate [mmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",12448,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000692/ScoringFiles/PGS000692.txt.gz,12448,1
PGS000693,Potassium in urine [mmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",2423,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000693/ScoringFiles/PGS000693.txt.gz,2423,1
PGS000694,SHBG [nmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",19328,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000694/ScoringFiles/PGS000694.txt.gz,19328,1
PGS000695,Sodium in urine [mmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",5833,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000695/ScoringFiles/PGS000695.txt.gz,5833,1
PGS000696,Testosterone [nmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",8223,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000696/ScoringFiles/PGS000696.txt.gz,8223,1
PGS000697,Total bilirubin [umol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",1159,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000697/ScoringFiles/PGS000697.txt.gz,1159,1
PGS000698,Total protein [g/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",16420,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000698/ScoringFiles/PGS000698.txt.gz,16420,1
PGS000699,Triglycerides [mmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",16003,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000699/ScoringFiles/PGS000699.txt.gz,16003,1
PGS000700,Urate [umol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",20171,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000700/ScoringFiles/PGS000700.txt.gz,20171,1
PGS000701,Urea [mmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",12351,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000701/ScoringFiles/PGS000701.txt.gz,12351,1
PGS000702,Vitamin D [nmol/L],255256,snpnet,"1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",8012,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000702/ScoringFiles/PGS000702.txt.gz,8012,1
PGS000703,Angina,223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",183692,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000703/ScoringFiles/PGS000703.txt.gz,177054,0.9638634235568234
PGS000704,Alcoholic cirrhosis,223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",183271,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000704/ScoringFiles/PGS000704.txt.gz,176562,0.9633930081682317
PGS000705,Gallstones,223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",183458,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000705/ScoringFiles/PGS000705.txt.gz,173562,0.9460584984029042
PGS000706,Hypertension,223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",186726,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000706/ScoringFiles/PGS000706.txt.gz,178164,0.9541467176504611
PGS000707,Cholecystitis,223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",183329,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000707/ScoringFiles/PGS000707.txt.gz,168735,0.920394482051394
PGS000708,Kidney failure,223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",183272,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000708/ScoringFiles/PGS000708.txt.gz,176188,0.9613470688375747
PGS000709,Heart failure,223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",183287,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000709/ScoringFiles/PGS000709.txt.gz,176581,0.9634125715408076
PGS000710,Myocardial infarction,223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",183566,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000710/ScoringFiles/PGS000710.txt.gz,176902,0.9636969809223931
PGS000711,Gout,223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",183332,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000711/ScoringFiles/PGS000711.txt.gz,176634,0.963465188837737
PGS000712,T2D (cases vs HbA1c filtered controls),223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",183695,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000712/ScoringFiles/PGS000712.txt.gz,177048,0.9638150194616075
PGS000713,T2D,223327,snpnet (multi-PRS),"Weighted combination of multiple biomarker PRS. 1,080,968 variants as input (directly genotyped variants, imputed HLA allelotypes, and CNVs)",183830,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000713/ScoringFiles/PGS000713.txt.gz,177198,0.9639231899037154
PGS000714,Prostate cancer,22548,Genome-wide significant variants,"p<5e-8, ORs <1.1 or >0.9",55,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000714/ScoringFiles/PGS000714.txt.gz,55,1
PGS000716,Early life body size,453169,Genome-wide significant variants,p<5e-8,295,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000716/ScoringFiles/PGS000716.txt.gz,295,1
PGS000717,Adult life body size,453169,Genome-wide significant variants,p<5e-8,557,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000717/ScoringFiles/PGS000717.txt.gz,557,1
PGS000718,Beta-blocker survival benefit,248,Cox proportional hazard model + LD-clumping,Model: Death~Meta-Analysis Global Group in Chronic Heart Failure score+beta blocker propensity+beta blocker exposure+SNP+SNPxbeta blocker exposure,44,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000718/ScoringFiles/PGS000718.txt.gz,44,1
PGS000719,Prostate cancer,140254,Genome-wide significant variants,NA,134,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000719/ScoringFiles/PGS000719.txt.gz,134,1
PGS000720,Colorectal cancer,74409,Genome-wide significant variants,NA,95,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000720/ScoringFiles/PGS000720.txt.gz,95,1
PGS000721,Lung cancer,293065,Genome-wide significant variants,NA,19,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000721/ScoringFiles/PGS000721.txt.gz,19,1
PGS000722,Kidney cancer,142756,Genome-wide significant variants,NA,15,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000722/ScoringFiles/PGS000722.txt.gz,15,1
PGS000723,Bladder cancer,455744,Genome-wide significant variants,NA,14,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000723/ScoringFiles/PGS000723.txt.gz,14,1
PGS000724,Epithelial ovarian cancer,85426,Genome-wide significant variants,NA,31,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000724/ScoringFiles/PGS000724.txt.gz,31,1
PGS000725,Pancreatic cancer,21536,Genome-wide significant variants,NA,22,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000725/ScoringFiles/PGS000725.txt.gz,22,1
PGS000726,Cirrhosis,440073,Genome-wide significant variants,"P < 5e-8, replication p < 0.05",12,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000726/ScoringFiles/PGS000726.txt.gz,12,1
PGS000727,Atrial fibrillation,1030836,LD thinning,"UKB was used for thinning (bi-allelic SNPs, MAF > 1%, INFO > 0.4, excluding palindromic SNPs); r2 threshold = 0.9",2210336,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000727/ScoringFiles/PGS000727.txt.gz,2204269,0.9972551684449785
PGS000728,Chronic kidney disease,625219,LD thinning,"UKB was used for thinning (bi-allelic SNPs, MAF > 1%, INFO > 0.4, excluding palindromic SNPs); r2 threshold = 0.9",1958860,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000728/ScoringFiles/PGS000728.txt.gz,1954541,0.9977951461564379
PGS000729,Type 2 diabetes,298957,LD thinning,"UKB was used for thinning (bi-allelic SNPs, MAF > 1%, INFO > 0.4, excluding palindromic SNPs); r2 threshold = 0.9",2017388,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000729/ScoringFiles/PGS000729.txt.gz,2011623,0.9971423444572883
PGS000730,Basal cell carcinoma,103008,RiskPipe (clumping and thresholding),p<1e-6,47,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000730/ScoringFiles/PGS000730.txt.gz,47,1
PGS000731,Squamous cell carcinoma,103008,RiskPipe (clumping and thresholding),p<1e-6,14,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000731/ScoringFiles/PGS000731.txt.gz,14,1
PGS000732,Melanoma,103008,RiskPipe (clumping and thresholding),p<1e-6,18,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000732/ScoringFiles/PGS000732.txt.gz,18,1
PGS000733,Prostate cancer,31747,46 variants from Seibert et al (PGS000067). Effect weights from Huynh-Le et al (DOI: 10.1101/19012237),Multivariable logistic regression adjusting for PHS46 and 4PCs used to determine additional SNPs. p<1e-6,49,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000733/ScoringFiles/PGS000733.txt.gz,49,1
PGS000734,Colorectal cancer,125478,Genome-wide significant variants,P<5e-8,95,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000734/ScoringFiles/PGS000734.txt.gz,95,1
PGS000735,PR interval,92340,Genome-wide significant variants,NA,44,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000735/ScoringFiles/PGS000735.txt.gz,44,1
PGS000736,QRS duration,60255,Genome-wide significant variants,NA,26,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000736/ScoringFiles/PGS000736.txt.gz,26,1
PGS000737,Brugada syndrome,1427,Genome-wide significant variants,NA,3,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000737/ScoringFiles/PGS000737.txt.gz,3,1
PGS000738,Vitiligo,40258,Genome-wide significant variants,P<5e-8,48,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000738/ScoringFiles/PGS000738.txt.gz,48,1
PGS000739,Hypertrophic cardiomyopathy,50266,Genome-wide significant variants,"p<5e-8, <5% FDR variants (p<1.56e-6)",27,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000739/ScoringFiles/PGS000739.txt.gz,27,1
PGS000740,Lung cancer,308645,Clumped lung cancer loci (35 SNP score) combined with LASSO penalized regression (93 SNP score),"35 SNP score: r^2 >0.2
93 SNP score: P<5e-6, INFO >0.3, r^2 > 0.2",128,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000740/ScoringFiles/PGS000740.txt.gz,113,0.8828125
