PHENOTYPE,VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,MEAN_DELTA_R2,MEAN_DELTA_ADJ_R2,MEAN.DELTA_ADJ_R2_POSITIVE
Pulse_rate_automated_reading.all_ethnicities.both.original.RAW,1,0.14,0,0.75,0.5599999999999999,0.55,1,1,0.029999999999999995
Pulse_rate_automated_reading.all_ethnicities.both.original.with_med_correction.IRNT,1,0.11,0,0.77,0.92,0.53,1,1,0.05
Pulse_rate_automated_reading.all_ethnicities.both.original.with_med_correction.RAW,1,0.05,0,0.78,0.86,0.73,1,1,0.08
Pulse_rate_automated_reading.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.04,0,0.8,0.65,0.89,1,1,0.73
Pulse_rate_automated_reading.all_ethnicities.both.static_med_corrected.RAW,0.9899999999999999,0.06000000000000001,0,0.74,0.77,0.8,1,1,0.73
Red_blood_cell_erythrocyte_count.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.37,0.19,0.49,0.02,0.59,0.029999999999999995
Red_blood_cell_erythrocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT,0.5599999999999999,0.36,0,0.43000000000000005,0.46,0.47,1,1,0.76
Red_blood_cell_erythrocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW,0.63,0.34,0,0.59,0.26,0.58,1,1,0.73
Red_blood_cell_erythrocyte_count.all_ethnicities.both.original.IRNT,1,0.73,0,0.32,0.57,0.27,1,1,0.07
Red_blood_cell_erythrocyte_count.all_ethnicities.both.original.RAW,1,0.68,0,0.29,0.62,0.23,1,1,0.06000000000000001
Red_blood_cell_erythrocyte_count.all_ethnicities.both.original.with_med_correction.IRNT,1,0.62,0,0.21000000000000005,0.57,0.22,1,1,0.10000000000000002
Red_blood_cell_erythrocyte_count.all_ethnicities.both.original.with_med_correction.RAW,1,0.62,0,0.22,0.5599999999999999,0.22,1,1,0.08
Red_blood_cell_erythrocyte_count.all_ethnicities.both.static_med_corrected.IRNT,0.66,0.46,0,0.59,0.82,0.54,1,1,0.79
Red_blood_cell_erythrocyte_count.all_ethnicities.both.static_med_corrected.RAW,0.62,0.49,0,0.65,0.84,0.59,1,1,0.77
Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.2nd_visit.original.RAW,1,0.9899999999999999,1,0.27,0.43000000000000005,0.33,0.02,0.029999999999999995,0.08
Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.18,0,0.08999999999999998,0.26,0.07,1,1,0.65
Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.dynamic_med_corrected.RAW,0.9899999999999999,0.02,0,0.05,0.67,0.06000000000000001,1,1,0.52
Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.original.IRNT,0.92,0.06000000000000001,0,0.23,0.15,0.26,1,1,0.06000000000000001
Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.original.RAW,0.9,0.06000000000000001,0,0.25,0.12,0.26,1,1,0.07
Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.original.with_med_correction.IRNT,0.9300000000000002,0.07,0,0.3,0.029999999999999995,0.41,1,1,0.07
Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.original.with_med_correction.RAW,0.9300000000000002,0.07,0,0.32,0.029999999999999995,0.43000000000000005,1,1,0.07
Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.15,0,0.35,0.7,0.48,1,1,0.61
Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.static_med_corrected.RAW,0.9099999999999998,0.04,0,0.029999999999999995,0.68,0.06000000000000001,1,1,0.5
Reticulocyte_count.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.67,0,0.87,0.74,0.83,0.06000000000000001
Reticulocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.34,0,0.6,0.5599999999999999,0.6,1,1,0.62
Reticulocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.29,0,0.75,0.2,0.78,1,1,0.08
Reticulocyte_count.all_ethnicities.both.original.IRNT,1,0.33,0,0,0.23,0,1,1,0.05
Reticulocyte_count.all_ethnicities.both.original.RAW,1,0.39,0,0.009999999999999998,0.16,0,1,1,0.029999999999999995
Reticulocyte_count.all_ethnicities.both.original.with_med_correction.IRNT,1,0.31,0,0.029999999999999995,0.49,0.009999999999999998,1,1,0.08999999999999998
Reticulocyte_count.all_ethnicities.both.original.with_med_correction.RAW,1,0.32,0,0.029999999999999995,0.4000000000000001,0.029999999999999995,1,1,0.06000000000000001
Reticulocyte_count.all_ethnicities.both.static_med_corrected.IRNT,1,0.23,0,0.29,0.14,0.43999999999999995,1,1,0.62
Reticulocyte_count.all_ethnicities.both.static_med_corrected.RAW,1,0.39,0,0.36,0.29,0.43000000000000005,1,1,0.07
Reticulocyte_percentage.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.86,0.72,0.9300000000000002,0.86,0.87,0.06000000000000001
Reticulocyte_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.23,0,0.4000000000000001,0.25,0.57,1,1,0.58
Reticulocyte_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.29,0,0.4000000000000001,0.14,0.43999999999999995,1,1,0.06000000000000001
Reticulocyte_percentage.all_ethnicities.both.original.IRNT,1,0.21000000000000005,0,0.08999999999999998,0.31,0.04,1,1,0.05
Reticulocyte_percentage.all_ethnicities.both.original.RAW,1,0.22,0,0.08999999999999998,0.29,0.04,1,1,0.12
Reticulocyte_percentage.all_ethnicities.both.original.with_med_correction.IRNT,1,0.37,0,0.08,0.4000000000000001,0.08999999999999998,1,1,0.04
Reticulocyte_percentage.all_ethnicities.both.original.with_med_correction.RAW,1,0.38,0,0.13000000000000003,0.33,0.11,1,1,0.07
Reticulocyte_percentage.all_ethnicities.both.static_med_corrected.IRNT,1,0.16,0,0.36,0.24,0.41,1,1,0.53
Reticulocyte_percentage.all_ethnicities.both.static_med_corrected.RAW,1,0.17,0,0.39,0.21000000000000005,0.55,1,1,0.08999999999999998
Rheumatoid_factor.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.64,0.21000000000000005,0.65,0.27,0.27999999999999997,0.04
Rheumatoid_factor.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9399999999999998,0.12,0,0.11,0.029999999999999995,0.22,1,1,0.04
Rheumatoid_factor.all_ethnicities.both.dynamic_med_corrected.RAW,0.2,0.71,0,0.59,0.79,0.62,1,1,0.07
Rheumatoid_factor.all_ethnicities.both.original.IRNT,0.95,0.08,0,0.11,0.27,0.11,1,1,0.05
Rheumatoid_factor.all_ethnicities.both.original.RAW,0.08,0.02,0,0.61,0.36,0.6,1,1,0.029999999999999995
Rheumatoid_factor.all_ethnicities.both.original.with_med_correction.IRNT,0.95,0.08,0,0.11,0.27,0.11,1,1,0.05
Rheumatoid_factor.all_ethnicities.both.original.with_med_correction.RAW,0.08,0.02,0,0.61,0.36,0.6,1,1,0.029999999999999995
Rheumatoid_factor.all_ethnicities.both.static_med_corrected.IRNT,0.92,0.07,0,0.13000000000000003,0.11,0.27999999999999997,1,1,0.08
Rheumatoid_factor.all_ethnicities.both.static_med_corrected.RAW,0.18,0.9099999999999998,0,0.34,0.17,0.67,1,1,0.08
SHBG.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.18,0.14,0.34,0.009999999999999998,0.35,0.08999999999999998
SHBG.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.35,0,0.57,0.86,0.84,1,1,0.5599999999999999
SHBG.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.5,0,0.9300000000000002,0.65,0.95,1,1,0.10000000000000002
SHBG.all_ethnicities.both.original.IRNT,1,0.18,0,0.6,0.37,0.6,1,1,0.05
SHBG.all_ethnicities.both.original.RAW,1,0.19,0,0.59,0.38,0.57,1,1,0.05
SHBG.all_ethnicities.both.original.with_med_correction.IRNT,1,0.18,0,0.6,0.37,0.6,1,1,0.05
SHBG.all_ethnicities.both.original.with_med_correction.RAW,1,0.19,0,0.59,0.38,0.57,1,1,0.05
SHBG.all_ethnicities.both.static_med_corrected.IRNT,1,0.6,0,0.65,0.84,0.85,1,1,0.59
SHBG.all_ethnicities.both.static_med_corrected.RAW,1,0.33,0,0.78,0.98,0.86,1,1,0.08
Sitting_height.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.25,0.53,0.27999999999999997,0,0.78,0.12
Sitting_height.all_ethnicities.both.dynamic_med_corrected.IRNT,0.37,0.27,0,0.08,0.04,0.13000000000000003,1,1,0.71
Sitting_height.all_ethnicities.both.dynamic_med_corrected.RAW,0.38,0.41,0,0,0,0.05,1,1,0.73
Sitting_height.all_ethnicities.both.original.IRNT,0.62,0.79,0,0.35,0.5599999999999999,0.47,1,1,0.07
Sitting_height.all_ethnicities.both.original.RAW,0.63,0.73,0,0.27,0.4000000000000001,0.19,1,1,0.07
Sitting_height.all_ethnicities.both.original.with_med_correction.IRNT,0.62,0.79,0,0.35,0.5599999999999999,0.47,1,1,0.07
Sitting_height.all_ethnicities.both.original.with_med_correction.RAW,0.63,0.73,0,0.27,0.4000000000000001,0.19,1,1,0.07
Sitting_height.all_ethnicities.both.static_med_corrected.IRNT,0.52,0.16,0,0.05,0.009999999999999998,0.12,1,1,0.72
Sitting_height.all_ethnicities.both.static_med_corrected.RAW,0.45,0.29,0,0,0.009999999999999998,0.06000000000000001,1,1,0.78
Sleep_duration.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.88,0.12,0.9,0.96,0.9700000000000002,0.08
Sleep_duration.all_ethnicities.both.dynamic_med_corrected.IRNT,0.59,0.4000000000000001,0,0.82,0.43999999999999995,0.89,1,1,0.05
Sleep_duration.all_ethnicities.both.dynamic_med_corrected.RAW,0.5599999999999999,0.66,0,0.9700000000000002,0.3,0.98,1,1,0.07
Sleep_duration.all_ethnicities.both.original.IRNT,0.61,0.27,0,0.9399999999999998,0.48,0.96,1,1,0.08
Sleep_duration.all_ethnicities.both.original.RAW,0.55,0.36,0,0.92,0.12,0.9700000000000002,1,1,0.08999999999999998
Sleep_duration.all_ethnicities.both.original.with_med_correction.IRNT,0.69,0.22,0,0.9300000000000002,0.63,0.95,1,1,0.06000000000000001
Sleep_duration.all_ethnicities.both.original.with_med_correction.RAW,0.55,0.36,0,0.92,0.12,0.9700000000000002,1,1,0.08999999999999998
Sleep_duration.all_ethnicities.both.static_med_corrected.IRNT,0.62,0.43999999999999995,0,0.77,0.45,0.89,1,1,0.08
Sleep_duration.all_ethnicities.both.static_med_corrected.RAW,0.45,0.66,0,0.92,0.66,0.96,1,1,0.08
Sodium_in_urine.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.4200000000000001,0.39,0.54,0.19,0.3,0.02
Sodium_in_urine.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.05,0,0.41,0.27,0.52,1,1,0.06000000000000001
Sodium_in_urine.all_ethnicities.both.dynamic_med_corrected.RAW,0.9899999999999999,0.16,0,0.29,0.27,0.4200000000000001,1,1,0.06000000000000001
Sodium_in_urine.all_ethnicities.both.original.IRNT,1,0.29,0,0.43999999999999995,0.9899999999999999,0.62,1,1,0.08
Sodium_in_urine.all_ethnicities.both.original.RAW,1,0.29,0,0.45,0.9899999999999999,0.62,1,1,0.06000000000000001
Sodium_in_urine.all_ethnicities.both.original.with_med_correction.IRNT,1,0.32,0,0.29,1,0.4200000000000001,1,1,0.07
Sodium_in_urine.all_ethnicities.both.original.with_med_correction.RAW,1,0.36,0,0.27999999999999997,1,0.38,1,1,0.029999999999999995
Sodium_in_urine.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.04,0,0.47,0.43000000000000005,0.43999999999999995,1,1,0.04
Sodium_in_urine.all_ethnicities.both.static_med_corrected.RAW,0.9899999999999999,0.06000000000000001,0,0.37,0.39,0.49,1,1,0.06000000000000001
Speed_of_sound_through_heel_left.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.43999999999999995,0.10000000000000002,0.4000000000000001,0.13000000000000003,0.22,0.029999999999999995
Speed_of_sound_through_heel_left.all_ethnicities.both.dynamic_med_corrected.IRNT,1,1,1,0.17,0.27,0.3,1,1,0.58
Speed_of_sound_through_heel_left.all_ethnicities.both.dynamic_med_corrected.RAW,1,1,1,0.24,0.35,0.47,1,1,0.06000000000000001
Speed_of_sound_through_heel_left.all_ethnicities.both.original.IRNT,1,1,1,0.36,0.14,0.68,1,1,0.029999999999999995
Speed_of_sound_through_heel_left.all_ethnicities.both.original.RAW,1,1,1,0.33,0.17,0.68,1,1,0.08
Speed_of_sound_through_heel_left.all_ethnicities.both.original.with_med_correction.IRNT,1,1,1,0.36,0.14,0.68,1,1,0.029999999999999995
Speed_of_sound_through_heel_left.all_ethnicities.both.original.with_med_correction.RAW,1,1,1,0.33,0.17,0.68,1,1,0.08
Speed_of_sound_through_heel_left.all_ethnicities.both.static_med_corrected.IRNT,1,1,1,0.17,0.23,0.29,1,1,0.59
Speed_of_sound_through_heel_left.all_ethnicities.both.static_med_corrected.RAW,1,1,1,0.29,0.43000000000000005,0.43000000000000005,1,1,0.06000000000000001
Speed_of_sound_through_heel_right.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.35,0.36,0.32,0.05,0.12,0.07
Speed_of_sound_through_heel_right.all_ethnicities.both.dynamic_med_corrected.IRNT,1,1,1,0.54,0.29,0.59,1,1,0.63
Speed_of_sound_through_heel_right.all_ethnicities.both.dynamic_med_corrected.RAW,1,1,1,0.39,0.29,0.41,1,1,0.06000000000000001
Speed_of_sound_through_heel_right.all_ethnicities.both.original.IRNT,1,1,1,0.49,0.77,0.53,1,1,0.05
Speed_of_sound_through_heel_right.all_ethnicities.both.original.RAW,1,1,1,0.5,0.78,0.53,1,1,0.02
Speed_of_sound_through_heel_right.all_ethnicities.both.original.with_med_correction.IRNT,1,1,1,0.49,0.76,0.53,1,1,0.05
Speed_of_sound_through_heel_right.all_ethnicities.both.original.with_med_correction.RAW,1,1,1,0.49,0.76,0.52,1,1,0.05
Speed_of_sound_through_heel_right.all_ethnicities.both.static_med_corrected.IRNT,1,1,1,0.59,0.34,0.4200000000000001,1,1,0.58
Speed_of_sound_through_heel_right.all_ethnicities.both.static_med_corrected.RAW,1,1,1,0.49,0.49,0.34,1,1,0.06000000000000001
Speed_of_sound_through_heel.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.04,0.08999999999999998,0.07,0.43999999999999995,0.55,0.07
Speed_of_sound_through_heel.all_ethnicities.both.dynamic_med_corrected.IRNT,1,1,1,0.43999999999999995,0.69,0.49,1,1,0.51
Speed_of_sound_through_heel.all_ethnicities.both.dynamic_med_corrected.RAW,1,1,1,0.2,0.45,0.27999999999999997,1,1,0.04
Speed_of_sound_through_heel.all_ethnicities.both.original.IRNT,1,1,1,0.32,0.81,0.36,1,1,0.06000000000000001
Speed_of_sound_through_heel.all_ethnicities.both.original.RAW,1,1,1,0.33,0.79,0.37,1,1,0.04
Speed_of_sound_through_heel.all_ethnicities.both.original.with_med_correction.IRNT,1,1,1,0.32,0.81,0.36,1,1,0.06000000000000001
Speed_of_sound_through_heel.all_ethnicities.both.original.with_med_correction.RAW,1,1,1,0.33,0.79,0.37,1,1,0.04
Speed_of_sound_through_heel.all_ethnicities.both.static_med_corrected.IRNT,1,1,1,0.43999999999999995,0.69,0.49,1,1,0.51
Speed_of_sound_through_heel.all_ethnicities.both.static_med_corrected.RAW,1,1,1,0.2,0.45,0.27999999999999997,1,1,0.04
Spherical_equivalent.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.48,0.5599999999999999,0.52,0.9,0.9099999999999998,0.08
Spherical_equivalent.all_ethnicities.both.dynamic_med_corrected.IRNT,1,1,1,0.43000000000000005,0.3,0.43000000000000005,1,1,0.07
Spherical_equivalent.all_ethnicities.both.dynamic_med_corrected.RAW,1,1,1,0.54,0.16,0.81,1,1,0.029999999999999995
Spherical_equivalent.all_ethnicities.both.original.IRNT,1,1,1,0.33,0.08,0.5599999999999999,1,1,0.07
Spherical_equivalent.all_ethnicities.both.original.RAW,1,1,1,0.32,0.06000000000000001,0.51,1,1,0.06000000000000001
Spherical_equivalent.all_ethnicities.both.original.with_med_correction.IRNT,1,1,1,0.33,0.08,0.5599999999999999,1,1,0.07
Spherical_equivalent.all_ethnicities.both.original.with_med_correction.RAW,1,1,1,0.32,0.06000000000000001,0.51,1,1,0.06000000000000001
Spherical_equivalent.all_ethnicities.both.static_med_corrected.IRNT,1,1,1,0.46,0.22,0.5,1,1,0.08
Spherical_equivalent.all_ethnicities.both.static_med_corrected.RAW,1,1,1,0.51,0.35,0.69,1,1,0.029999999999999995
Standing_height.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.37,0.24,0.52,0,0.76,0.07
Standing_height.all_ethnicities.both.dynamic_med_corrected.IRNT,0.59,0.46,0,0.029999999999999995,0.45,0.02,1,1,0.83
Standing_height.all_ethnicities.both.dynamic_med_corrected.RAW,0.46,0.58,0,0.07,0.69,0.029999999999999995,1,1,0.88
Standing_height.all_ethnicities.both.original.IRNT,0.67,0.33,0,0.46,0.24,0.53,1,1,0.029999999999999995
Standing_height.all_ethnicities.both.original.RAW,0.81,0.47,0,0.4000000000000001,0.04,0.5,1,1,0.04
Standing_height.all_ethnicities.both.original.with_med_correction.IRNT,0.67,0.45,0,0.38,0.33,0.48,1,1,0.04
Standing_height.all_ethnicities.both.original.with_med_correction.RAW,0.76,0.52,0,0.33,0.19,0.43000000000000005,1,1,0.04
Standing_height.all_ethnicities.both.static_med_corrected.IRNT,0.5,0.57,0,0.16,0.48,0.06000000000000001,1,1,0.78
Standing_height.all_ethnicities.both.static_med_corrected.RAW,0.43999999999999995,0.61,0,0.08999999999999998,0.7,0.06000000000000001,1,1,0.81
Systolic_blood_pressure_automated_reading.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.4200000000000001,0.37,0.37,0.18,0.53,0.04
Systolic_blood_pressure_automated_reading.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.82,0,0.9099999999999998,0.9899999999999999,0.95,1,1,0.68
Systolic_blood_pressure_automated_reading.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.84,0,0.89,0.9899999999999999,0.73,1,1,0.66
Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.IRNT,1,0.95,0,0.88,0.67,0.84,1,1,0.06000000000000001
Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.RAW,1,0.9300000000000002,0,0.85,0.77,0.84,1,1,0.07
Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.with_med_correction.IRNT,1,0.9700000000000002,0,0.9899999999999999,0.96,0.96,1,1,0.07
Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.with_med_correction.RAW,1,0.9700000000000002,0,0.9899999999999999,0.96,0.95,1,1,0.05
Systolic_blood_pressure_automated_reading.all_ethnicities.both.static_med_corrected.IRNT,1,0.9099999999999998,0,0.9,1,0.9099999999999998,1,1,0.65
Systolic_blood_pressure_automated_reading.all_ethnicities.both.static_med_corrected.RAW,1,0.92,0,0.85,1,0.82,1,1,0.65
Testosterone.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.71,0.46,0.83,0,0.57,0.10000000000000002
Testosterone.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.34,0,0.57,0.32,0.43999999999999995,1,1,0.05
Testosterone.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.64,0,0.53,0.11,0.59,1,1,0.04
Testosterone.all_ethnicities.both.original.IRNT,1,1,0,0.84,0.95,0.8,0,1,0.13000000000000003
Testosterone.all_ethnicities.both.original.RAW,1,1,0,0.84,0.95,0.81,0,0.9899999999999999,0.06000000000000001
Testosterone.all_ethnicities.both.original.with_med_correction.IRNT,1,1,0,0.82,0.95,0.81,0,1,0.06000000000000001
Testosterone.all_ethnicities.both.original.with_med_correction.RAW,1,1,0,0.82,0.95,0.81,0,0.98,0.06000000000000001
Testosterone.all_ethnicities.both.static_med_corrected.IRNT,1,0.4200000000000001,0,0.67,0.5,0.43999999999999995,1,1,0.04
Testosterone.all_ethnicities.both.static_med_corrected.RAW,1,0.8,0,0.58,0.73,0.57,1,1,0.04
Total_bilirubin.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.22,0.029999999999999995,0.54,0.13000000000000003,0.33,0.06000000000000001
Total_bilirubin.all_ethnicities.both.dynamic_med_corrected.IRNT,0.8,0.38,0,0.47,0.74,0.45,1,1,0.79
Total_bilirubin.all_ethnicities.both.dynamic_med_corrected.RAW,0.76,0.45,0,0.61,0.45,0.6,1,1,0.81
Total_bilirubin.all_ethnicities.both.original.IRNT,0.5,0.35,0,0.06000000000000001,0.72,0.05,1,1,0.05
Total_bilirubin.all_ethnicities.both.original.RAW,0.5,0.37,0,0.10000000000000002,0.82,0.06000000000000001,1,1,0.08
Total_bilirubin.all_ethnicities.both.original.with_med_correction.IRNT,0.48,0.27999999999999997,0,0.16,0.89,0.12,1,1,0.029999999999999995
Total_bilirubin.all_ethnicities.both.original.with_med_correction.RAW,0.5,0.27,0,0.11,0.85,0.08999999999999998,1,1,0.08
Total_bilirubin.all_ethnicities.both.static_med_corrected.IRNT,0.77,0.29,0,0.26,0.71,0.19,1,1,0.82
Total_bilirubin.all_ethnicities.both.static_med_corrected.RAW,0.72,0.3,0,0.48,0.71,0.5,1,1,0.82
Total_protein.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.35,0.08999999999999998,0.51,0.96,0.96,0.05
Total_protein.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.68,0,0.029999999999999995,0,0.19,1,1,0.05
Total_protein.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.66,0,0.05,0,0.23,1,1,0.06000000000000001
Total_protein.all_ethnicities.both.original.IRNT,1,0.74,0,0.05,0.18,0.14,1,1,0.04
Total_protein.all_ethnicities.both.original.RAW,1,0.73,0,0.08,0.19,0.17,1,1,0.04
Total_protein.all_ethnicities.both.original.with_med_correction.IRNT,1,0.69,0,0.06000000000000001,0.10000000000000002,0.14,1,1,0.08
Total_protein.all_ethnicities.both.original.with_med_correction.RAW,1,0.69,0,0.06000000000000001,0.08999999999999998,0.14,1,1,0.05
Total_protein.all_ethnicities.both.static_med_corrected.IRNT,1,0.7,0,0.06000000000000001,0.17,0.24,1,1,0.06000000000000001
Total_protein.all_ethnicities.both.static_med_corrected.RAW,1,0.76,0,0.05,0.05,0.18,1,1,0.06000000000000001
Triglycerides.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.22,0.82,0.33,0.9399999999999998,1,0.08999999999999998
Triglycerides.all_ethnicities.both.dynamic_med_corrected.IRNT,0.05,0.48,0,0.83,0.72,0.87,1,1,0.5599999999999999
Triglycerides.all_ethnicities.both.dynamic_med_corrected.RAW,0.029999999999999995,0.43000000000000005,0,0.6,0.72,0.7,1,1,0.05
Triglycerides.all_ethnicities.both.original.IRNT,0.49,0.83,0,0.27,0.27,0.33,1,1,0.04
Triglycerides.all_ethnicities.both.original.RAW,0.49,0.83,0,0.27999999999999997,0.27999999999999997,0.33,1,1,0.04
Triglycerides.all_ethnicities.both.original.with_med_correction.IRNT,0.45,0.77,0,0.4000000000000001,0.24,0.49,1,1,0.07
Triglycerides.all_ethnicities.both.original.with_med_correction.RAW,0.46,0.75,0,0.43000000000000005,0.24,0.52,1,1,0.05
Triglycerides.all_ethnicities.both.static_med_corrected.IRNT,0.07,0.27999999999999997,0,0.85,0.6,0.8,1,1,0.06000000000000001
Triglycerides.all_ethnicities.both.static_med_corrected.RAW,0.17,0.2,0,0.79,0.87,0.77,1,1,0.029999999999999995
Trunk_fat_free_mass.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.43000000000000005,0.13000000000000003,0.62,0,0.65,0.08
Trunk_fat_free_mass.all_ethnicities.both.dynamic_med_corrected.IRNT,0.98,0.66,0,0.33,0.45,0.43999999999999995,1,1,0.79
Trunk_fat_free_mass.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.4200000000000001,0,0.36,0.38,0.43999999999999995,1,1,0.77
Trunk_fat_free_mass.all_ethnicities.both.original.IRNT,0.9899999999999999,0.7,0,0.96,0.43999999999999995,0.9899999999999999,1,1,0.06000000000000001
Trunk_fat_free_mass.all_ethnicities.both.original.RAW,1,0.73,0,0.9399999999999998,0.32,0.9700000000000002,1,1,0.06000000000000001
Trunk_fat_free_mass.all_ethnicities.both.original.with_med_correction.IRNT,1,0.7,0,0.9399999999999998,0.47,0.98,1,1,0.06000000000000001
Trunk_fat_free_mass.all_ethnicities.both.original.with_med_correction.RAW,1,0.69,0,0.9399999999999998,0.51,0.98,1,1,0.07
Trunk_fat_free_mass.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.78,0,0.07,0.33,0.13000000000000003,1,1,0.81
Trunk_fat_free_mass.all_ethnicities.both.static_med_corrected.RAW,0.9899999999999999,0.47,0,0.18,0.05,0.27999999999999997,1,1,0.81
Trunk_fat_mass.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.9099999999999998,0.84,0.88,0.75,0.82,0.08
Trunk_fat_mass.all_ethnicities.both.dynamic_med_corrected.IRNT,0.98,0.32,0,0.73,0.89,0.96,1,1,0.009999999999999998
Trunk_fat_mass.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.34,0,0.67,0.76,0.88,1,1,0.07
Trunk_fat_mass.all_ethnicities.both.original.IRNT,0.9899999999999999,0.87,0,0.9099999999999998,0.3,0.9399999999999998,1,1,0.06000000000000001
Trunk_fat_mass.all_ethnicities.both.original.RAW,0.9899999999999999,0.86,0,0.89,0.34,0.92,1,1,0.07
Trunk_fat_mass.all_ethnicities.both.original.with_med_correction.IRNT,0.9899999999999999,0.78,0,0.92,0.47,0.95,1,1,0.05
Trunk_fat_mass.all_ethnicities.both.original.with_med_correction.RAW,0.9899999999999999,0.79,0,0.9099999999999998,0.46,0.9399999999999998,1,1,0.07
Trunk_fat_mass.all_ethnicities.both.static_med_corrected.IRNT,0.98,0.73,0,0.75,0.14,0.85,1,1,0.53
Trunk_fat_mass.all_ethnicities.both.static_med_corrected.RAW,0.9700000000000002,0.7,0,0.72,0.10000000000000002,0.82,1,1,0.55
Trunk_fat_percentage.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.59,0.37,0.78,0.10000000000000002,0.65,0.029999999999999995
Trunk_fat_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,0.98,0.55,0,0.87,0.5,0.87,1,1,0.52
Trunk_fat_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.63,0,0.86,0.45,0.89,1,1,0.54
Trunk_fat_percentage.all_ethnicities.both.original.IRNT,0.98,0.02,0,0.83,0.43999999999999995,0.92,1,1,0.04
Trunk_fat_percentage.all_ethnicities.both.original.RAW,0.98,0.02,0,0.78,0.34,0.9099999999999998,1,1,0.06000000000000001
Trunk_fat_percentage.all_ethnicities.both.original.with_med_correction.IRNT,0.9899999999999999,0.029999999999999995,0,0.87,0.23,0.9300000000000002,1,1,0.02
Trunk_fat_percentage.all_ethnicities.both.original.with_med_correction.RAW,0.9899999999999999,0.05,0,0.88,0.35,0.9300000000000002,1,1,0.04
Trunk_fat_percentage.all_ethnicities.both.static_med_corrected.IRNT,1,0.77,0,0.9300000000000002,0.67,0.96,1,1,0.57
Trunk_fat_percentage.all_ethnicities.both.static_med_corrected.RAW,1,0.76,0,0.95,0.9,0.98,1,1,0.55
