PHENOTYPE,PC1_COS_SIM,PC1_ABS_COS_SIM,PC1_PEARSON,PC1_ABS_PEARSON,RANK_PC1_COS_SIM,RANK_PC1_PEARSON,EVEN_COS_SIM,EVEN_PEARSON,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,MEAN.DELTA.R2,MEAN.DELTA.ADJ.R2,MEAN.DELTA.R2.NO.INTERCEPT,MEAN.DELTA.ADJ.R2.NO.INTERCEPT,MEAN.DELTA.ADJ.R2.POSITIVE,MEAN.DELTA.ADJ.R2.NO.INTERCEPT.POSITIVE
Hand_grip_strength_left.all_ethnicities.both.static_med_corrected.RAW,4.2388356176882214e-12,4.2388356176882214e-12,4.801774088362507e-12,4.801774088362507e-12,32,34,3.010392429342331,3.007110460293763,0.01045521500332359,0.323231668515633,0.08277675722883875,1.2202842447377717e-7,4.9442476138151e-4,3.315905266911154e-4,5.452496982349987e-6,3.3907837123103868e-6,5.049536381816497e-6,-4.237338690461885e-5,0,0
Hand_grip_strength_right.all_ethnicities.both.2nd_visit.original.RAW,-0.24508755208122585,0.24508755208122585,-0.01004853549627768,0.01004853549627768,38,28,2.9232196407208626,3.2799071306149328,0.0098013361130959,0.257133998588507,0.08092423037939339,1.1262026685946097e-7,4.8241252350262e-4,3.185058495670857e-4,2.739549702091004e-5,3.5082931020280483e-6,0.00250442537508011,0.00240489101236074,0,0
Hand_grip_strength_right.all_ethnicities.both.dynamic_med_corrected.IRNT,5.0218207874324616e-11,5.0218207874324616e-11,5.0208492617514686e-11,5.0208492617514686e-11,40,40,2.14234995030585,2.141639566805956,0.01094167512892541,0.316726185266536,0.0831770466014995,1.2202925487113814e-7,4.9500851526701e-4,3.3161521565809593e-4,4.7079132041416115e-6,2.6464712999385576e-6,4.68685083824912e-6,-4.272914479753394e-5,0,0
Hand_grip_strength_right.all_ethnicities.both.dynamic_med_corrected.RAW,5.353662756906772e-11,5.353662756906772e-11,5.344193551184345e-11,5.344193551184345e-11,40,40,2.1452333531921055,2.147323511475577,0.01115623247949983,0.321878352393341,0.08322323748445706,1.2202166970544165e-7,4.948040934767e-4,3.316026139989206e-4,4.894260817150247e-6,2.832823757026312e-6,4.625597234771608e-6,-4.2790404837338595e-5,0,0
Hand_grip_strength_right.all_ethnicities.both.original.IRNT,-0.01466834383775729,0.01466834383775729,-0.01467213919185761,0.01467213919185761,35,35,2.904551052911997,2.9045264516132834,0.010964288826699699,0.295939280249509,0.08636976143485169,1.2195892406552885e-7,4.9541827064834e-4,3.3149836623685416e-4,2.3339572816638565e-6,1.3455120173588853e-6,0.00166575571843596,0.00164241243695972,0,0
Hand_grip_strength_right.all_ethnicities.both.original.RAW,-0.02610562747077392,0.02610562747077392,-0.01395239532264832,0.01395239532264832,39,35,3.12862828863962,2.912211979040527,0.01084416888452883,0.272922046037397,0.08608263870583709,1.0911410534568672e-7,4.6888656829401e-4,3.1355807987333133e-4,2.262621197290926e-6,1.3326655710077515e-6,0.00326551728114232,0.00326191773171913,0,0
Hand_grip_strength_right.all_ethnicities.both.original.with_med_correction.IRNT,-0.01480045948054142,0.01480045948054142,-0.01480428901884494,0.01480428901884494,35,35,2.9026945066420664,2.902669603752672,0.01116819623165997,0.281266702027887,0.08691203491134031,1.2195624540072996e-7,4.9549746805753e-4,3.314918787896172e-4,2.333751755956293e-6,1.3461585447460678e-6,0.00163366274608589,0.00161035074749471,0,0
Hand_grip_strength_right.all_ethnicities.both.original.with_med_correction.RAW,-0.02612424045308985,0.02612424045308985,-0.01403072863465695,0.01403072863465695,39,35,3.127477958911461,2.9086511645119018,0.01100830711321934,0.256602890039347,0.0874014850233331,1.1085348170521101e-7,4.7257256511318e-4,3.1604585721652074e-4,2.265527741518447e-6,1.3369468677693064e-6,0.00324784672354638,0.00324427540374716,0,0
Hand_grip_strength_right.all_ethnicities.both.static_med_corrected.IRNT,-6.8996580997491226e-12,6.8996580997491226e-12,-7.049406850481613e-12,7.049406850481613e-12,35,35,2.5624990339950933,2.56700918942073,0.01141382385769188,0.364622277105237,0.08389429526117141,1.220261053369646e-7,4.9525226473111e-4,3.316131649966961e-4,4.7126602621945294e-6,2.6512184827653934e-6,4.694816381237293e-6,-4.27211791754698e-5,0,0
Hand_grip_strength_right.all_ethnicities.both.static_med_corrected.RAW,-6.541606639880654e-12,6.541606639880654e-12,-6.287443176238787e-12,6.287443176238787e-12,33,33,2.502942021620694,2.5042538163939905,0.01118189448328216,0.296109017236489,0.08470347917449073,1.2202172095349458e-7,0.00049482751170501005,3.316020355565137e-4,4.8926912881771395e-6,2.8312541556996333e-6,4.630622517051819e-6,-4.278537935426184e-5,0,0
HDL_cholesterol.all_ethnicities.both.2nd_visit.original.RAW,-0.2420136864073737,0.2420136864073737,-0.00169398825309889,0.00169398825309889,37,6,2.910753390454305,3.3548079213880335,0.01135385889047392,0.338884916519547,0.08629662739358446,1.2851812384164006e-7,5.1308660259387e-4,3.3994905606800336e-4,6.464910852410632e-5,3.881351196916016e-6,0.00160954833457493,0.00149492247767657,0,0
HDL_cholesterol.all_ethnicities.both.dynamic_med_corrected.IRNT,-3.138664809558181e-12,3.138664809558181e-12,5.144869108830155e-13,5.144869108830155e-13,8,3,2.89213030598419,2.8716342183751347,0.01020828293663268,0.287753427896794,0.08002298313925875,1.2214960006128386e-7,4.9438257980431e-4,3.317180091252709e-4,6.9045069251991935e-6,4.552084013567106e-6,5.978094229209617e-6,-4.813298356234891e-5,0.005,0
HDL_cholesterol.all_ethnicities.both.dynamic_med_corrected.RAW,-1.8940992518772828e-11,1.8940992518772828e-11,-1.6728269618042806e-11,1.6728269618042806e-11,27,26,2.935578838361663,2.9310088431160715,0.00978435624192356,0.307700407267996,0.07882319554551356,1.2214218778758338e-7,4.9406143879952e-4,3.316996909003746e-4,6.614081170818126e-6,4.261642728802254e-6,5.73295876518557e-6,-4.8378131867750345e-5,0,0
HDL_cholesterol.all_ethnicities.both.original.IRNT,-0.02180518755548739,0.02180518755548739,-0.0218105358140003,0.0218105358140003,37,37,3.001000773274507,3.0009822075193755,0.00983015921713955,0.256832401197832,0.08102832534769172,1.2209886215139032e-7,4.9464532393676e-4,3.316581303970127e-4,5.656394249348162e-6,3.738234594041767e-6,1.5191518677265536e-5,-2.8935096834020735e-5,0,0
HDL_cholesterol.all_ethnicities.both.original.RAW,-0.02693622521882157,0.02693622521882157,-0.02165109291296678,0.02165109291296678,40,37,3.1832962440519115,3.012017493928924,0.00989774590984518,0.25957884581015,0.08130857734758888,1.2168467785342848e-7,4.93773633594e-4,3.3109478453885184e-4,5.488228756789226e-6,3.545784535735619e-6,0.00211602787162434,0.00211222729376037,0,0
HDL_cholesterol.all_ethnicities.both.original.with_med_correction.IRNT,-0.02318941688914152,0.02318941688914152,-0.02319510466394149,0.02319510466394149,37,37,3.000839855813555,3.0008198357738394,0.00945754050273459,0.255220766300129,0.0791128632122482,1.220899317636546e-7,4.9452439569502e-4,3.316462566142077e-4,5.612486997597088e-6,3.6986010482631393e-6,6.998077307779349e-6,-3.702643855935106e-5,0,0
HDL_cholesterol.all_ethnicities.both.original.with_med_correction.RAW,-0.02712262591609324,0.02712262591609324,-0.02260049122297114,0.02260049122297114,40,37,3.1837329876652936,3.007386310715009,0.00945064973774732,0.255286338118283,0.07910044689223289,1.220897909453955e-7,4.9452263909757e-4,3.3164612517301524e-4,5.467492292077214e-6,3.527979083872701e-6,0.00202920856600563,0.00202552411693968,0,0
HDL_cholesterol.all_ethnicities.both.static_med_corrected.IRNT,-4.023882763642969e-11,4.023882763642969e-11,-3.627987327362639e-11,3.627987327362639e-11,29,28,2.9648505121142628,2.9689169193170044,0.00930385989890907,0.288144546673336,0.07811025922623988,1.2215237082055045e-7,4.9414529774648e-4,3.317234259709717e-4,6.922196254406303e-6,4.569774207967006e-6,5.963016601492512e-6,-4.814806216596163e-5,0.005,0
HDL_cholesterol.all_ethnicities.both.static_med_corrected.RAW,-3.567348196533689e-11,3.567348196533689e-11,-3.1404065916165217e-11,3.1404065916165217e-11,29,28,2.9607039956590557,2.964182423172747,0.0100240941979236,0.307998695904382,0.08039847847545196,1.2215450630313764e-7,4.9418397910483e-4,3.3171969778466703e-4,6.615748127969499e-6,4.263309643475766e-6,5.705163987626936e-6,-4.840592819474525e-5,0.005,0
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.2nd_visit.original.RAW,-0.35327184704853515,0.35327184704853515,0.03637773907919505,0.03637773907919505,40,39,2.954999533147571,3.343360071649151,0.0095605985875817,0.241462134002993,0.07835896905166981,1.2869651070851492e-7,5.1758057752612e-4,3.404218616126421e-4,2.0128500334647137e-4,-1.3505216036976964e-5,0.0017249498822226,0.0013554786229164,0,0
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.dynamic_med_corrected.IRNT,1.0930255425227117e-12,1.0930255425227117e-12,8.954033686372929e-13,8.954033686372929e-13,17,15,3.017521723784287,3.0228253874580777,0.01005809325464995,0.261570166676929,0.08172222593912022,1.2377097945390506e-7,5.016095196242e-4,3.337905586182807e-4,1.1406482174992212e-5,5.120946379200136e-6,1.050216033182025e-5,-1.3408119699067755e-4,0,0
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.dynamic_med_corrected.RAW,6.150026324545821e-12,6.150026324545821e-12,4.903467232362427e-12,4.903467232362427e-12,35,34,3.0239667196408604,3.0805828559849027,0.00986610833983243,0.273896804949585,0.08085741873482426,1.2377551795564846e-7,5.019683650932e-4,3.338078345024935e-4,1.0015113929550332e-5,3.7293664799476303e-6,9.174091382873472e-6,-1.3540947666317442e-4,0,0
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.original.IRNT,0.13153120495054252,0.13153120495054252,0.1318978042190136,0.1318978042190136,40,40,2.756317259794525,2.754762611368392,0.00938294675436589,0.309112444769232,0.07888899572559384,1.237950181052707e-7,5.0268779342028e-4,3.338377457048288e-4,1.031213554085475e-5,4.526822105763162e-6,0.00117592541719589,0.00104154463935632,0,0
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.original.RAW,0.11183005160671848,0.11183005160671848,0.15495302629421948,0.15495302629421948,39,40,2.8227582348621696,2.6174941200659276,0.00936991411841907,0.305387065553592,0.0787206755402779,1.237334647092424e-7,5.0254270125046e-4,3.337529902066056e-4,9.095621066906869e-6,3.303340164240165e-6,0.002764910965661,0.00275298308965787,0,0
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.original.with_med_correction.IRNT,0.13153120495054252,0.13153120495054252,0.1318978042190136,0.1318978042190136,40,40,2.756317259794525,2.754762611368392,0.00938294675436589,0.309112444769232,0.07888899572559384,1.237950181052707e-7,5.0268779342028e-4,3.338377457048288e-4,1.031213554085475e-5,4.526822105763162e-6,0.00117592541719589,0.00104154463935632,0,0
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.original.with_med_correction.RAW,0.11183005160671848,0.11183005160671848,0.15495302629421948,0.15495302629421948,39,40,2.8227582348621696,2.6174941200659276,0.00936991411841907,0.305387065553592,0.0787206755402779,1.237334647092424e-7,5.0254270125046e-4,3.337529902066056e-4,9.095621066906869e-6,3.303340164240165e-6,0.002764910965661,0.00275298308965787,0,0
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.static_med_corrected.IRNT,-1.0686791182780709e-11,1.0686791182780709e-11,-7.443046127946468e-12,7.443046127946468e-12,40,39,2.873163092666311,2.967508907531639,0.01021826771136497,0.301243436522582,0.08211073708393131,1.2376872769677205e-7,5.0142357577039e-4,3.3379892164662805e-4,1.1469542438049108e-5,5.1840154143012744e-6,1.0551324475332583e-5,-1.3403202659339187e-4,0,0
Heel_bone_mineral_density_BMD_left.all_ethnicities.both.static_med_corrected.RAW,-8.424671830235633e-12,8.424671830235633e-12,-5.990264488905389e-12,5.990264488905389e-12,39,36,2.964856450299078,2.991577788011728,0.00992616824099787,0.266213181517255,0.08005830348982376,1.2377501196055338e-7,5.0211569220015e-4,3.3381052916046537e-4,1.006853137819371e-5,3.782791276452183e-6,9.215686712699575e-6,-1.3536787652267704e-4,0,0
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.2nd_visit.original.RAW,-0.36336409415745374,0.36336409415745374,0.04653392911700198,0.04653392911700198,40,40,2.9251432255927305,3.393427721232496,0.01058120858372325,0.288057474838593,0.08202068191134203,1.2975560362772233e-7,5.2772102901253e-4,3.421082315346409e-4,2.0179556106242336e-4,-9.463447704624596e-6,0.00169982482612651,0.00134319659317205,0,0
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.dynamic_med_corrected.IRNT,-2.9311856537652113e-13,2.9311856537652113e-13,-4.285328065609773e-13,4.285328065609773e-13,36,38,3.2463873596624695,3.214056237282909,0.01071220091894187,0.292510210418547,0.08442450493010964,1.2390466050236048e-7,5.0289516307148e-4,3.339881941591454e-4,1.2210027545122775e-5,5.923978509577717e-6,1.1080628178754594e-5,-1.3351717250784128e-4,0.005,0
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.dynamic_med_corrected.RAW,4.363162388447531e-12,4.363162388447531e-12,3.181962886657691e-12,3.181962886657691e-12,40,40,2.711751684390804,2.8605090025895796,0.01081230482325575,0.294611396636955,0.08448148401634811,1.239007547013624e-7,5.0296410794434e-4,3.339825136090999e-4,1.0891698745731324e-5,4.605450015355872e-6,9.747629221229169e-6,-1.3485037668978242e-4,0.005,0
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.IRNT,0.1304713990034052,0.1304713990034052,0.1308437795917073,0.1308437795917073,40,40,2.767760004811127,2.7661773331928066,0.00965303019202776,0.2695283447532,0.08007225829160954,1.2388516626867045e-7,5.0405240253284e-4,3.3397434518224033e-4,1.0791487743494477e-5,5.0324057615930284e-6,0.00110167199664532,9.679707433990908e-4,0,0
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.RAW,0.11241209768153376,0.11241209768153376,0.15609059046110524,0.15609059046110524,39,40,2.826978741859528,2.6106580978425784,0.00974170594555316,0.274165522160161,0.08062558349671749,1.2363798932103573e-7,5.0358764628058e-4,3.3364052539088174e-4,9.704393408083156e-6,3.938739685807602e-6,0.00273693571222144,0.00272535004035845,0,0
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.with_med_correction.IRNT,0.1279283794199137,0.1279283794199137,0.12829350193375824,0.12829350193375824,40,40,2.7613786031580356,2.7597828033762397,0.00964783396865163,0.270116809111375,0.08024594269750455,1.238742941875495e-7,5.0371650750148e-4,3.3396801282006903e-4,1.1052718019682883e-5,5.311658501358507e-6,0.00142462080764969,0.00129097334372371,0,0
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.with_med_correction.RAW,0.1119905832857074,0.1119905832857074,0.15335811746108596,0.15335811746108596,39,40,2.82400321775801,2.60471887519741,0.00965506544887654,0.270093386932685,0.08023584833363864,1.2381222444930766e-7,5.0359565965069e-4,3.3388432707203786e-4,9.883741401012223e-6,4.1295843072469696e-6,0.00284855961703023,0.00283673031861042,0,0
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.static_med_corrected.IRNT,4.6426773056023665e-12,4.6426773056023665e-12,4.515181396374812e-12,4.515181396374812e-12,40,40,2.7880568530735292,2.774474113651311,0.0108167706657638,0.2596064944496,0.08369289114921247,1.238993438071095e-7,5.0279552658747e-4,3.339755385896571e-4,1.1989029092869905e-5,5.702946348179515e-6,1.0798074935848483e-5,-1.337997717094227e-4,0.005,0
Heel_bone_mineral_density_BMD_right.all_ethnicities.both.static_med_corrected.RAW,1.897133996151994e-12,1.897133996151994e-12,2.763496582060613e-12,2.763496582060613e-12,39,40,3.3255689470503227,3.2509299634397983,0.01121307817921007,0.276216655495099,0.08597595953779355,1.238987512613457e-7,5.0319105088403e-4,3.3397509812902083e-4,1.0780576224761566e-5,4.49431023913038e-6,9.595715218219465e-6,-1.350023180644635e-4,0.005,0
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.2nd_visit.original.RAW,0.10000709009432608,0.10000709009432608,0.0365452933782698,0.0365452933782698,40,40,3.3016809030218104,3.3513256401061855,0.00968644607720638,0.264829575058377,0.07887958773686501,1.296150749658751e-7,5.2172341501945e-4,3.41664442501189e-4,2.048214443057528e-4,-1.0395243846238187e-5,4.008547640659832e-4,-0.00439729471274251,0,0
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.dynamic_med_corrected.IRNT,-1.1704247455827926e-12,1.1704247455827926e-12,-8.90945038070325e-13,8.90945038070325e-13,33,28,3.3542815266493657,3.2839242327821343,0.01006289480891241,0.260148736605489,0.08168306732981187,1.23774297513939e-7,5.0173341063083e-4,3.337915903374417e-4,1.1500386751451724e-5,5.218813421969406e-6,1.0578436066140986e-5,-1.3391407913329565e-4,0.005,0
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.dynamic_med_corrected.RAW,-1.4581683769580893e-13,1.4581683769580893e-13,-2.4136550366626813e-13,2.4136550366626813e-13,8,13,3.189846871104142,3.1945332616033606,0.00997375064133939,0.27522353405734,0.0808552066492501,1.237727852338965e-7,5.0201669111433e-4,3.3380680535237026e-4,1.0108563856562075e-5,3.826779120899023e-6,9.25886662833929e-6,-1.352338584829296e-4,0,0
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.IRNT,0.1312908244516674,0.1312908244516674,0.1316577296488239,0.1316577296488239,40,40,2.746740275264278,2.745181784769341,0.00932740073765184,0.309655173336406,0.07835398896079933,1.2379739329822826e-7,5.0261824472578e-4,3.3383966913578064e-4,1.0417469694587456e-5,4.629912150139193e-6,0.00117676572057205,0.00104233267306877,0,0
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.RAW,0.13257587186651693,0.13257587186651693,0.15371370647388308,0.15371370647388308,40,40,2.811730122592871,2.6123656199187244,0.00932772893515922,0.311048145338375,0.07838651080649914,1.237848203500563e-7,5.0258758898214e-4,3.3382327323933477e-4,9.209991722131106e-6,3.411020785049068e-6,2.7005133951235605e-4,1.43106802546894e-4,0,0
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.with_med_correction.IRNT,0.1312908244516674,0.1312908244516674,0.1316577296488239,0.1316577296488239,40,40,2.746740275264278,2.745181784769341,0.00932740073765184,0.309655173336406,0.07835398896079933,1.2379739329822826e-7,5.0261824472578e-4,3.3383966913578064e-4,1.0417469694587456e-5,4.629912150139193e-6,0.00117676572057205,0.00104233267306877,0,0
Heel_bone_mineral_density_BMD_T_score_automated_left.all_ethnicities.both.original.with_med_correction.RAW,0.13257587186651693,0.13257587186651693,0.15371370647388308,0.15371370647388308,40,40,2.811730122592871,2.6123656199187244,0.00932772893515922,0.311048145338375,0.07838651080649914,1.237848203500563e-7,5.0258758898214e-4,3.3382327323933477e-4,9.209991722131106e-6,3.411020785049068e-6,2.7005133951235605e-4,1.43106802546894e-4,0,0
